OS,Release,Description,"Release Date","File Name","File Extension","File Size",MD5,SHA1,SHA256,SHA512
"Juniper Security Director",24.4.1,"Juniper Security Director OVA",2025-01-23,,ova,4751585280,aecc576a1452a86b220b60305c570920,24944f7dd2ba8c9d6a6228b5d9deacf9c8acec21,e0b1502aa6f2e83063a264bd8bcbc77e7e05c78d44b79e7302332164c86b93fe,e381a4a2baf276f6aa1bb766dc2ce25d78d5dc72d79883a05890ca5e2cb57948131b30e29ecb514da51de4ee9cea6caf3aeec4eb432cb0f97d145691d66a5245
"Juniper Security Director",24.4.1,"Juniper Security Director Software Bundle.",2025-01-23,,tgz,9855919436,39be94babb7ff8f84502194ff8980b48,5674838a87a17478d1d246aae3fe053642ecc00a,f2958571f8385d8741602a1d3bc6adbdf2362c0d4cced2fb731dc9e8c05980c1,ab494fb4937161967f6c810b06f5dca8e69ca4940fccc590eb7e79fc92b0735dba26429053fb887dd5ecca8a70b310105d95197c8b4e63e247b34f0a6f2d5695
