OS,Release,Description,"Release Date","File Name","File Extension","File Size",MD5,SHA1,SHA256,SHA512
"proNX Optical Director",2.0.19,"proNX Optical Director SW",2018-02-28,,tgz,2065912007,6ac4e671bbf683e9075295e01afb9d92,17f5eaa3e5cb8a575af83b225b5011cf8d242342,6605394c7e6e5153171939ff6170a3a0eb0d729bf6a01397eaa33fd91c57ae10,b018f8c6d0f0c50538265e56946afcdb55fa3ef6fba57d3526bb8bf67685b6fe2fe50d31a3797940f4217e5c9bf29f74bced2b56739d016dcdfcb366bbc56825
"proNX Optical Director",2.1.11,"proNX Optical Director SW",2018-06-12,,tgz,1958356636,73f3efebf5b6dbf7ba5e87e9d128f55d,96ec69188773a3caad0b67f0a68e65ce1bded9a2,837a08ebdb69fe23edb6d163897b3d95dc761a3aa64054c3b12aa9fc7e3d720e,12bde30b8980363814f9e52f9767c6593c074e748e1812d0f33dc7394b6093b96b997121010255fb19cfaf2b10a011f51cb9d9d558f5cc53af0636498a829e63
"proNX Optical Director",2.2.19,"proNX Optical Director SW",2018-11-13,,tgz,2619250690,8ae152f386127033936f8c3a219279ba,c0f7b2da4d99157d2455604832c0b4b66da7f4ad,1dd942e77f3657221dcd746845036b14f80a159bc5431708c789ec3a2a5432af,f46abe5fcc5aad19c4f22ac37cbebf6af642c4d3f76bbdcb68bd2ac383b9f3b091e0c94a7714c2ee2c4bd080c0588e6f59a16579b34f619b2ce2e0a32e885e2e
