OS,Release,Description,"Release Date","File Name","File Extension","File Size",MD5,SHA1,SHA256,SHA512
"Application Delivery Control ",11.2,"ADC mibs",2012-06-26,,zip,11121,fd433de313befca17cfab006aaaae8fa,6f2ee4e9b64910c55f385f390795d1b95e16ddca,,
"Application Delivery Control ",11.2R3,"ADC SW package JUNOS 11.2R3 [ver 1.4]",2012-01-30,,tgz,2488944,7ea1181e4dc342e5289863a692bf0ed2,f6fa9968e8bae89bb6663df41caa77cee912168a,,
